temp,lmn,sp_temp,man_on
25.9837951660156,0.0,25.9500007629395,1
25.9548606872559,0.0,25.9500007629395,1
25.9837951660156,0.0,25.9500007629395,1
25.9548606872559,0.0,25.9500007629395,1
25.9837951660156,0.0,25.9500007629395,1
25.8969898223877,0.0,25.9500007629395,1
25.9837951660156,0.0,25.9500007629395,1
25.9548606872559,0.0,25.9500007629395,1
25.9837951660156,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
25.9837951660156,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,1
26.012731552124,0.0,25.9500007629395,0
26.012731552124,0.0,25.9500007629395,0
26.012731552124,0.0,25.9500007629395,0
26.012731552124,0.0,25.9500007629395,0
26.012731552124,0.0,25.9500007629395,0
26.012731552124,0.0,25.9500007629395,0
26.012731552124,0.0,25.9500007629395,0
26.012731552124,0.0,25.9500007629395,0
26.012731552124,0.0,25.9500007629395,0
26.012731552124,0.0,25.9500007629395,0
26.012731552124,0.0,25.9500007629395,0
26.012731552124,0.0,25.9500007629395,0
26.012731552124,0.0,45.0,0
26.012731552124,65.1993026733398,45.0,0
25.9837951660156,65.3952560424805,45.0,0
26.012731552124,65.39328765869139,45.0,0
26.0706005096436,65.29214477539061,45.0,0
26.099536895752,65.2897415161133,45.0,0
26.1284713745117,65.2871780395508,45.0,0
26.157407760620103,65.2844772338867,45.0,0
26.215276718139602,65.18259429931639,45.0,0
26.244213104248,65.179443359375,45.0,0
26.273147583007802,65.176155090332,45.0,0
26.302082061767603,65.1727142333984,45.0,0
26.3599529266357,65.07009124755861,45.0,0
26.3888893127441,65.0662078857422,45.0,0
26.4467582702637,64.9631423950195,45.0,0
26.475694656372102,64.9588165283203,45.0,0
26.504629135131804,64.9543380737305,45.0,0
26.5335636138916,64.9497222900391,45.0,0
26.5625,64.9449462890625,45.0,0
26.620370864868196,64.8409957885742,45.0,0
26.649305343627898,64.83578491210939,45.0,0
26.707176208496104,64.73138427734379,45.0,0
26.7650451660156,64.6267013549805,45.0,0
26.793981552124,64.6207427978516,45.0,0
26.8229160308838,64.61465454101561,45.0,0
26.880786895752,64.50936889648439,45.0,0
26.9097213745117,64.50283050537111,45.0,0
26.967592239379897,64.397102355957,45.0,0
27.025463104248,64.2910842895508,45.0,0
27.054397583007802,64.283805847168,45.0,0
27.083332061767603,64.2763748168945,45.0,0
27.1412029266357,64.16976928710939,45.0,0
27.199073791503896,64.062858581543,45.0,0
27.2280082702637,64.0546951293945,45.0,0
27.285879135131804,63.9473457336426,45.0,0
27.34375,63.8396987915039,45.0,0
27.401620864868196,63.731761932373,45.0,0
27.430555343627898,63.722560882568395,45.0,0
27.488426208496104,63.6141777038574,45.0,0
27.5462951660156,63.5055084228516,45.0,0
27.6041660308838,63.3965339660645,45.0,0
27.6331005096436,63.3862991333008,45.0,0
27.6909713745117,63.276882171630895,45.0,0
27.748842239379897,63.167171478271506,45.0,0
27.806713104248,63.057159423828104,45.0,0
27.835647583007802,63.045894622802706,45.0,0
27.893518447876,62.9354438781738,45.0,0
27.9513893127441,62.8246994018555,45.0,0
28.0092582702637,62.713661193847706,45.0,0
