PV dadobruto dadofapk Escrita ModoOperacao ValorDesejado CicloInicio CicloFim
3435611049 40000 40000 65535 0 40000 9007189771752 9007189776552
1210740383 40000 40000 32780 0 40000 9007689772192 9007689775392
1888684731 40000 40000 65535 0 40000 9008189766232 9008189769432
1712801165 40000 40000 32780 0 40000 9008689771472 9008689774672
4170181681 40000 40000 65535 0 40000 9009189765512 9009189768712
2362199539 40000 40000 32780 0 40000 9009689770752 9009689773952
2837984807 40000 40000 65535 0 40000 9010189771192 9010189775992
4035556677 40000 40000 32780 0 40000 9010689770032 9010689773232
1620400049 40000 40000 65535 0 40000 9011189770472 9011189773672
1381747527 40000 40000 32780 0 40000 9011689770912 9011689775712
1701425187 40000 40000 65535 0 40000 9012189771352 9012189774552
3412646661 40000 40000 32780 0 40000 9012689770192 9012689773392
3705994601 40000 40000 65535 0 40000 9013189770632 9013189775432
955087915 40000 40000 32780 0 40000 9013689771072 9013689775872
3703496671 40000 40000 65535 0 40000 9014189769912 9014189774712
563871245 40000 40000 32780 0 40000 9014689770352 9014689775152
1722677497 40000 40000 65535 0 40000 9015189770792 9015189773992
3672297455 40000 40000 32780 0 40000 9015689769632 9015689772832
1606496779 40000 40000 65535 0 40000 9016189770072 9016189774872
1588182333 40000 40000 32780 0 40000 9016689772112 9016689775312
2518889441 40000 40000 65535 0 40000 9017189766152 9017189769352
962526179 40000 40000 32780 0 40000 9017689769792 9017689772992
2043228823 40000 40000 65535 0 40000 9018189770232 9018189773432
676687253 40000 40000 32780 0 40000 9018689767472 9018689770672
3037356161 40000 40000 65535 0 40000 9019189769512 9019189774312
1046780311 40000 40000 32780 0 40000 9019689769952 9019689774752
1607764339 40000 40000 65535 0 40000 9020189763993 9020189765592
4086441781 40000 40000 32780 0 40000 9020689769232 9020689774032
525936281 40000 40000 65535 0 40000 9021189763273 9021189766472
4123579419 40000 40000 32780 0 40000 9021689770112 9021689773312
320504143 40000 40000 65535 0 40000 9022189770552 9022189775352
3880483037 40000 40000 32780 0 40000 9022689769392 9022689774192
3421986633 40000 40000 65535 0 40000 9023189771432 9023189776232
2116285759 40000 40000 32780 0 40000 9023689767072 9023689770272
2140049243 40000 40000 65535 0 40000 9024189772312 9024189777112
231750637 40000 40000 32780 0 40000 9024689772752 9024689777552
2326226065 40000 40000 65535 0 40000 9025189771592 9025189776392
2762722259 40000 40000 32780 0 40000 9025689768832 9025689772032
1679191815 40000 40000 65535 0 40000 9026189770872 9026189774072
2216991973 40000 40000 32780 0 40000 9026689769712 9026689774512
1700036177 40000 40000 65535 0 40000 9027189768552 9027189773352
3097034727 40000 40000 32780 0 40000 9027689770592 9027689773792
